iter	Passed	Remaining
787	2522	678
788	2524	675
789	2525	671
790	2528	667
791	2530	664
792	2532	660
793	2533	657
794	2536	653
795	2537	650
796	2539	646
797	2541	643
798	2547	640
799	2549	637
800	2551	633
801	2555	630
802	2560	628
803	2563	624
804	2565	621
805	2567	618
806	2569	614
807	2571	610
808	2574	607
809	2576	604
810	2578	601
811	2580	597
812	2582	594
813	2584	590
814	2586	587
815	2594	585
816	2596	581
817	2599	578
818	2602	575
819	2611	573
820	2618	570
821	2627	568
822	2658	571
823	2677	571
824	2681	568
825	2692	567
826	2695	563
827	2702	561
828	2706	558
829	2716	556
830	2721	553
831	2727	550
832	2735	548
833	2739	545
834	2748	543
835	2756	540
836	2759	537
837	2762	533
838	2764	530
839	2767	527
840	2769	523
841	2774	520
842	2776	517
843	2779	513
844	2781	510
845	2783	506
846	2785	503
847	2787	499
848	2789	496
849	2791	492
850	2793	489
851	2795	485
852	2797	482
853	2798	478
854	2802	475
855	2804	471
856	2806	468
857	2808	464
858	2810	461
859	2811	457
860	2813	454
861	2817	451
862	2819	447
863	2821	444
864	2823	440
865	2825	437
866	2827	433
867	2829	430
868	2834	427
869	2836	423
870	2839	420
871	2841	417
872	2843	413
873	2847	410
874	2849	407
875	2852	403
876	2854	400
877	2856	396
878	2858	393
879	2860	390
880	2864	386
881	2865	383
882	2867	379
883	2869	376
884	2871	373
885	2873	369
886	2877	366
887	2879	363
888	2880	359
889	2882	356
890	2884	352
891	2886	349
892	2888	346
893	2892	342
894	2894	339
895	2896	336
896	2898	332
897	2900	329
898	2902	326
899	2903	322
900	2907	319
901	2909	316
902	2912	312
903	2914	309
904	2916	306
905	2918	302
906	2923	299
907	2925	296
908	2931	293
909	2933	290
910	2935	286
911	2937	283
912	2939	280
913	2941	276
914	2943	273
915	2945	270
916	2947	266
917	2950	263
918	2953	260
919	2954	256
920	2956	253
921	2958	250
922	2960	246
923	2962	243
924	2964	240
925	2966	237
926	2968	233
927	2970	230
928	2972	227
929	2974	223
930	2976	220
931	2980	217
932	2982	214
933	2984	210
934	2986	207
935	2988	204
936	2990	201
937	2992	197
938	2996	194
939	2998	191
940	2999	188
941	3001	184
942	3003	181
943	3005	178
944	3007	175
945	3010	171
946	3012	168
947	3015	165
948	3017	162
949	3019	158
950	3022	155
951	3024	152
952	3026	149
953	3027	145
954	3031	142
955	3032	139
956	3034	136
957	3037	133
958	3040	129
959	3042	126
960	3043	123
961	3046	120
962	3049	117
963	3054	114
964	3056	110
965	3059	107
966	3062	104
967	3065	101
968	3069	98
969	3072	95
970	3074	91
971	3077	88
972	3080	85
973	3084	82
974	3086	79
975	3088	75
976	3090	72
977	3092	69
978	3094	66
979	3096	63
980	3100	60
981	3102	56
982	3104	53
983	3106	50
984	3108	47
985	3110	44
986	3111	40
987	3114	37
988	3117	34
989	3123	31
990	3125	28
991	3127	25
992	3131	22
993	3133	18
994	3134	15
995	3136	12
996	3138	9
997	3140	6
998	3142	3
999	3146	0
