iter	Passed	Remaining
797	1204	304
798	1205	303
799	1207	301
800	1208	300
801	1209	298
802	1210	297
803	1212	295
804	1213	293
805	1214	292
806	1216	290
807	1217	289
808	1218	287
809	1220	286
810	1221	284
811	1222	283
812	1224	281
813	1225	280
814	1226	278
815	1228	276
816	1229	275
817	1230	273
818	1231	272
819	1233	270
820	1234	269
821	1235	267
822	1237	266
823	1238	264
824	1239	262
825	1240	261
826	1242	259
827	1243	258
828	1244	256
829	1246	255
830	1247	253
831	1248	252
832	1250	250
833	1251	249
834	1252	247
835	1253	245
836	1255	244
837	1256	242
838	1257	241
839	1259	239
840	1260	238
841	1261	236
842	1263	235
843	1264	233
844	1265	232
845	1266	230
846	1268	229
847	1269	227
848	1270	226
849	1272	224
850	1273	223
851	1275	221
852	1276	219
853	1277	218
854	1279	216
855	1280	215
856	1281	213
857	1282	212
858	1284	210
859	1285	209
860	1286	207
861	1288	206
862	1289	204
863	1290	203
864	1292	201
865	1293	200
866	1294	198
867	1295	197
868	1297	195
869	1298	194
870	1300	192
871	1301	191
872	1302	189
873	1303	187
874	1305	186
875	1306	184
876	1307	183
877	1309	181
878	1310	180
879	1311	178
880	1312	177
881	1314	175
882	1315	174
883	1316	172
884	1318	171
885	1319	169
886	1320	168
887	1322	166
888	1323	165
889	1324	163
890	1326	162
891	1327	160
892	1328	159
893	1329	157
894	1331	156
895	1332	154
896	1333	153
897	1335	151
898	1336	150
899	1337	148
900	1338	147
901	1340	145
902	1341	144
903	1343	142
904	1344	141
905	1345	139
906	1347	138
907	1348	136
908	1349	135
909	1350	133
910	1352	132
911	1353	130
912	1354	129
913	1356	127
914	1357	126
915	1358	124
916	1360	123
917	1361	121
918	1362	120
919	1363	118
920	1365	117
921	1366	115
922	1367	114
923	1369	112
924	1370	111
925	1371	109
926	1373	108
927	1374	106
928	1375	105
929	1376	103
930	1378	102
931	1379	100
932	1381	99
933	1382	97
934	1383	96
935	1384	94
936	1385	93
937	1387	91
938	1388	90
939	1389	88
940	1390	87
941	1392	85
942	1393	84
943	1394	82
944	1396	81
945	1397	79
946	1399	78
947	1400	76
948	1401	75
949	1402	73
950	1404	72
951	1405	70
952	1406	69
953	1407	67
954	1409	66
955	1410	64
956	1411	63
957	1413	61
958	1414	60
959	1415	58
960	1416	57
961	1418	56
962	1419	54
963	1420	53
964	1422	51
965	1423	50
966	1424	48
967	1426	47
968	1427	45
969	1428	44
970	1430	42
971	1431	41
972	1432	39
973	1433	38
974	1435	36
975	1436	35
976	1437	33
977	1439	32
978	1440	30
979	1441	29
980	1442	27
981	1444	26
982	1445	24
983	1446	23
984	1448	22
985	1449	20
986	1450	19
987	1452	17
988	1453	16
989	1454	14
990	1455	13
991	1457	11
992	1458	10
993	1459	8
994	1460	7
995	1462	5
996	1463	4
997	1464	2
998	1466	1
999	1467	0
